angDist,RA,Dec,RAhms,Decdms,HD,BD,CD,CPD,PP,EPP,PA,EPA,PA_G,GL,GB,Ebv,DPA,Idcat,Vmag,dist,SpType,polRefs,distCat,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,rest,b_rest,B_rest
2.227866,92.55918,-74.7525,92d33m33.048s,-74d45m09s,43834.0,-999.9,-999.9,-74.00374,0.04,0.035,22.3,23.6,111.2,285.7576,-28.8019,0.1,0.0,1,5.1,8.7,G5V,1.0E9,10,92.5603088308903,-74.7530454408681,0.002,0.002,0,5264749303461634816,92.56229319143,0.0661,-74.75395865620,0.0754,97.8983,0.0719,121.203,0.129,-212.100,0.153,1,2.16376e+08,4.40353e+05,4.850343,1.06965e+08,2.36012e+05,5.278284,1.40853e+08,2.99595e+05,4.390005,0.888279,36.15,0.13,21,5656.67,0.1450,0.0688,0.99,0.899,10.211662895644500,10.204115702863900,10.219221062566800
2.511984,57.04559999999999,-74.6945,57d02m44.16s,-74d41m40.2s,24636.0,-999.9,-999.9,-75.00251,0.052,0.016,99.2,8.7,151.5,289.5292,-37.4646,-99.9,0.0,3,7.4,-999.9,-999,1.0E11,30,57.0477973496483,-74.6941159045571,0.001,0.001,0,4629074455519836032,57.04883291066,0.0225,-74.69401113823,0.0254,17.5271,0.0224,63.490,0.043,24.333,0.049,0,2.92708e+07,7.10764e+03,7.022278,1.73959e+07,3.15615e+04,7.250269,1.65839e+07,3.89585e+04,6.712700,0.537568,14.55,0.27,19,6723.00,0.0785,0.0477,1.42,3.687,56.960558503765500,56.887375722203900,57.033926470632200
0.838050,178.341705,-74.5395,178d20m30.138s,-74d32m22.2s,103306.0,-999.9,-999.9,-73.00903,0.23,0.052,138.5,6.5,125.3,299.013,-12.1114,0.05,0.0,1,8.9,115.0,,1.0E19,130,178.3410513782728,-74.5396517553521,0.001,0.001,90,5226487295248887424,178.33989996252,0.0249,-74.53979229160,0.0211,6.7047,0.0258,-71.288,0.048,-32.640,0.040,0,5.45285e+06,1.38219e+03,8.846807,3.18358e+06,4.57440e+03,9.094099,3.21567e+06,6.02153e+03,8.493740,0.600359,-4.45,0.25,7,6517.25,0.7930,0.4213,1.70,4.692,148.511025069613000,147.940270430136000,149.086121811089000
0.794073,259.14874499999996,-74.5328,259d08m55.482s,-74d31m58.08s,154972.0,-999.9,-999.9,-74.0161,0.1,0.035,75.5,9.9,134.7,318.0048,-20.1225,0.0,0.0,1,6.2,110.0,A0V,1.0E9,120,259.1485331381813,-74.5330119839236,0.001,0.001,0,5802431174006919296,259.14815982725,0.0397,-74.53324341411,0.0399,9.7651,0.0531,-23.123,0.067,-53.751,0.083,0,6.14464e+07,2.52603e+04,6.217124,4.42900e+07,5.76463e+04,6.235625,2.57229e+07,4.67402e+04,6.236121,-0.000496,,,0,9685.25,0.0240,0.0100,,,102.108461917017000,101.553363739022000,102.669552672666000
5.273042,11.02722,-74.2649,11d01m37.992s,-74d15m53.64s,4309.0,-999.9,-999.9,-74.0006,0.012,0.018,88.8,36.9,86.8,303.6096,-42.8536,0.0,0.0,3,7.7,49.0,-999,1.0E11,120,11.0323967383561,-74.2653180780096,0.001,0.001,90,4685558910466719232,11.03406623604,0.0265,-74.26546923099,0.0221,9.0464,0.0269,105.152,0.050,-35.105,0.045,0,1.97483e+07,4.63373e+03,7.449541,1.12236e+07,1.49288e+04,7.726056,1.18342e+07,2.14583e+04,7.079076,0.646980,27.07,0.18,20,6341.75,,,2.53,9.348,110.189486113251000,109.861862508332000,110.519034676324000
8.344391,9.580274999999999,-73.9612,9d34m48.99s,-73d57m40.32s,3689.0,-999.9,-999.9,-74.00053,0.04,0.011,118.2,7.8,114.4,304.1728,-43.1354,0.1,-0.1,3,7.4,82.0,-999,1.0E11,120,9.5740777264115,-73.9627593110476,0.001,0.001,90,4685793931095792768,9.57208472854,0.0394,-73.96322429638,0.0293,16.3705,0.0381,-127.879,0.090,-107.994,0.059,0,2.25647e+07,7.20892e+03,7.304790,1.28542e+07,1.47000e+04,7.578772,1.36394e+07,2.88870e+04,6.924931,0.653841,45.93,0.21,13,6324.33,0.4297,0.1940,1.50,3.262,60.978264882616900,60.835847205257700,61.121339032151900
0.149071,58.89746999999999,-73.9494,58d53m50.892s,-73d56m57.84s,25423.0,-999.9,-74.00182,-74.0028,1.054,0.02,46.8,0.5,101.5,288.4002,-37.519,-99.9,-3.2,2,8.5,-999.9,-999,1.0E11,30,58.8974255159083,-73.9494413953046,0.001,0.001,90,4629499756064860800,58.89733270606,0.0263,-73.94944371912,0.0231,2.7696,0.0241,-5.960,0.048,-0.540,0.044,1,4.31621e+06,1.62707e+03,9.100608,2.54627e+06,2.58638e+03,9.336627,2.50744e+06,4.70566e+03,8.763843,0.572784,,,0,6606.10,,,3.56,21.763,357.353828261504000,354.276817854489000,360.483784738861000
0.729972,13.422749999999999,-73.8692,13d25m21.9s,-73d52m09.12s,5370.0,-999.9,-999.9,-74.00072,0.008,0.005,144.2,17.4,145.1,302.717,-43.2581,-99.9,0.1,3,8.5,-999.9,-999,1.0E11,30,13.4229345924685,-73.8693978374915,0.001,0.001,90,4685657969606916224,13.42294572059,0.0297,-73.86937786995,0.0240,4.9469,0.0315,0.718,0.061,4.638,0.050,1,8.66869e+06,2.71457e+03,8.343482,4.89716e+06,7.15016e+03,8.626528,5.31353e+06,8.85870e+03,7.948463,0.678065,15.38,0.40,4,6193.73,,,3.22,13.758,200.981883064708000,199.706928826405000,202.272927063859000
0.409667,73.85381999999998,-73.7621,73d51m13.752s,-73d45m43.56s,32385.0,-999.9,-73.00216,-73.00284,0.043,0.024,177.3,15.6,68.0,285.7858,-33.9498,-99.9,-0.4,2,8.5,-999.9,-999,1.0E11,30,73.8537021302217,-73.7619913010260,0.001,0.001,0,4649781214416843776,73.85346561773,0.0297,-73.76174152697,0.0324,6.5917,0.0331,-15.360,0.054,58.012,0.073,0,7.52181e+06,1.97068e+03,8.497560,4.36436e+06,7.23705e+03,8.751586,4.50495e+06,7.79801e+03,8.127696,0.623890,19.75,0.25,5,6314.67,,,2.16,6.708,151.046821603477000,150.289503645298000,151.811673347113000
1.482031,10.00152,-73.7617,10d00m05.472s,-73d45m42.12s,3880.0,-999.9,-999.9,-74.00055,0.018,0.007,73.8,11.0,70.5,304.0304,-43.3421,-99.9,0.0,3,8.5,-999.9,-999,1.0E11,30,10.0029092006030,-73.7618397696636,0.008,0.006,90,4685800631244596608,10.00321843843,0.1973,-73.76186148128,0.1714,7.1667,0.2001,20.084,0.504,-5.043,0.368,0,8.22015e+06,3.81415e+03,8.401167,4.89660e+06,6.77519e+03,8.626651,4.73116e+06,7.62388e+03,8.074501,0.552150,,,0,6518.08,0.8487,0.4370,1.95,6.191,139.162127562296000,135.360379625601000,143.179563897917000
0.278734,58.99747499999999,-73.5556,58d59m50.91s,-73d33m20.16s,25450.0,-999.9,-73.00173,-73.00246,0.425,0.042,15.8,2.8,70.9,287.9769,-37.7276,-99.9,0.0,2,8.6,-999.9,-999,1.0E11,30,58.9975453059177,-73.5555282029756,0.001,0.001,0,4629533020587860864,58.99764870509,0.0208,-73.55539250924,0.0228,4.6826,0.0239,6.798,0.039,31.516,0.043,0,5.19092e+06,2.10716e+03,8.900255,3.11039e+06,6.05677e+03,9.119350,3.09981e+06,8.50825e+03,8.533584,0.585767,9.95,1.02,6,7044.50,1.1880,0.6050,2.04,9.198,212.251910746917000,211.173697800203000,213.340992488716000
2.792565,70.40102999999999,-73.5311,70d24m03.708s,-73d31m51.96s,30580.0,-999.9,-999.9,-73.00271,0.247,0.013,175.6,1.5,62.9,285.9664,-34.9377,-99.9,-0.5,3,8.7,-999.9,-999,1.0E11,30,70.4025295380785,-73.5317462703891,0.001,0.001,0,4652487249969500800,70.40239486429,0.0323,-73.53167661572,0.0330,4.4893,0.0333,-8.867,0.066,16.178,0.076,1,5.62176e+06,2.12095e+03,8.813684,3.56891e+06,5.36525e+03,8.970051,2.94662e+06,6.45590e+03,8.588610,0.381441,,,0,7391.26,0.7855,0.3930,2.02,10.953,221.340657086169000,219.709720091056000,222.995550234733000
0.231734,235.08899999999997,-73.4466,235d05m20.4s,-73d26m47.76s,138800.0,-999.9,-999.9,-73.01625,0.51,0.035,65.6,2.0,102.9,314.3363,-14.438,0.1,-0.1,1,5.6,202.0,B8IV,1.0E9,120,235.0889767741920,-73.4466658971220,0.003,0.003,0,5794154153556708992,235.08874538183,0.0876,-73.44678083720,0.0885,4.6445,0.1149,-15.312,0.170,-26.696,0.170,0,1.08299e+08,1.09277e+05,5.601806,7.86935e+07,1.60366e+05,5.611540,4.48433e+07,9.07881e+04,5.632675,-0.021135,,,0,9045.00,0.2293,0.1100,,,214.206642130150000,209.020349931935000,219.652022863804000
0.321617,232.87841999999998,-73.3895,232d52m42.312s,-73d23m22.2s,137387.0,-999.9,-999.9,-72.01802,0.93,0.035,122.0,1.1,157.4,313.8531,-14.0115,0.1,-0.1,1,5.5,418.0,B3IV,1.0E9,120,232.8784188225774,-73.3895928164824,0.003,0.002,0,5794330865689870592,232.87844060024,0.0787,-73.38967048072,0.0816,3.0482,0.1018,1.446,0.148,-18.038,0.181,1,1.37383e+08,2.33858e+05,5.343531,1.05582e+08,3.20736e+05,5.292414,5.12685e+07,2.94574e+05,5.487293,-0.194879,,,0,8868.67,0.0367,0.0175,,,325.584898788927000,315.047404103522000,336.838226510662000
0.150230,174.161265,-73.3536,174d09m40.554s,-73d21m12.96s,101011.0,-999.9,-999.9,-72.01145,0.076,0.047,135.9,17.0,119.1,297.5589,-11.267,0.02,0.0,1,7.8,103.0,,1.0E19,130,174.1612731357613,-73.3536412138876,0.001,0.001,90,5226875835171068288,174.16131411178,0.0309,-73.35365632046,0.0317,7.4374,0.0372,2.726,0.058,-3.509,0.054,0,1.47794e+07,5.06576e+03,7.764221,9.14683e+06,1.32230e+04,7.948212,8.02382e+06,1.47734e+04,7.500967,0.447245,,,0,7138.18,0.8120,0.3790,2.11,10.403,133.939944286841000,133.270105895750000,134.616429116080000
5.174413,61.431075,-73.2818,61d25m51.87s,-73d16m54.48s,26594.0,-999.9,-999.9,-73.00249,0.786,0.023,41.1,0.8,99.0,287.1978,-37.3089,-99.9,-0.5,3,8.2,-999.9,-999,1.0E11,30,61.4344999793165,-73.2807528130834,0.001,0.001,90,4629600812351551232,61.43492384183,0.0275,-73.28060129083,0.0255,3.8517,0.0242,28.321,0.056,35.192,0.053,1,5.14095e+06,1.75427e+03,8.910758,3.31922e+06,4.56949e+03,9.048797,2.64940e+06,3.77175e+03,8.704050,0.344747,,,0,7681.33,0.7300,0.3640,2.10,13.822,257.699667945788000,256.090827058339000,259.328486276106000
0.270008,9.669404999999998,-73.1376,9d40m09.858s,-73d08m15.36s,3719.0,-999.9,-999.9,-73.00042,0.09,0.035,113.5,11.0,109.7,304.2168,-43.9588,0.0,0.0,1,6.8,138.0,A0,1.0E9,10,9.6691599503709,-73.1376276887630,0.006,0.005,90,4688892286148227712,9.66890139439,0.1998,-73.13759047284,0.1732,9.2468,0.2210,-17.419,0.382,8.644,0.332,0,3.47823e+07,1.06102e+04,6.834971,2.36705e+07,3.54310e+04,6.915869,1.60498e+07,2.30356e+04,6.748244,0.167625,,,0,8382.33,,,,,107.918708600403000,105.383867285316000,110.576213629022000
1.745986,14.198354999999998,-73.0679,14d11m54.078s,-73d04m04.44s,5688.0,-999.9,-999.9,-73.00058,0.245,0.025,48.5,2.9,50.4,302.3893,-44.0547,-99.9,0.0,3,8.4,-999.9,-999,1.0E11,30,14.2000187907350,-73.0679221965934,0.001,0.001,90,4685915186648634240,14.20052719067,0.0354,-73.06790393055,0.0277,6.0075,0.0358,34.389,0.081,4.243,0.054,0,8.52635e+06,3.32980e+03,8.361458,5.31761e+06,7.44637e+03,8.537097,4.61509e+06,7.61193e+03,8.101469,0.435628,,,0,7110.17,0.6760,0.3297,2.00,9.193,165.669312429313000,164.684722451792000,166.665534028679000
3.255319,63.27571499999999,-72.821,63d16m32.574s,-72d49m15.6s,27415.0,-999.9,-999.9,-73.00251,0.019,0.009,152.3,13.3,32.4,286.3503,-37.095,-99.9,-0.7,3,7.5,-999.9,-999,1.0E11,30,63.2785285870386,-72.8206426663926,0.001,0.001,90,4653449356997439360,63.27928263805,0.0288,-72.82052809506,0.0239,8.3828,0.0250,51.728,0.055,26.610,0.049,0,2.26574e+07,7.16977e+03,7.300339,1.28224e+07,3.15671e+04,7.581464,1.37338e+07,3.67383e+04,6.917446,0.664018,2.14,0.53,14,6235.67,,,3.03,12.511,118.881793749520000,118.526299377388000,119.239388877848000
1.085699,73.36747499999998,-72.7647,73d22m02.91s,-72d45m52.92s,32035.0,-999.9,-999.9,-72.00334,0.047,0.011,141.1,6.7,31.9,284.7122,-34.4251,-99.9,-0.4,3,7.2,-999.9,-999,1.0E11,30,73.3665594989621,-72.7648336424641,0.002,0.002,0,4652943100626039552,73.36665588176,0.0497,-72.76486584660,0.0458,5.8809,0.0476,6.633,0.105,-7.480,0.110,0,2.31893e+07,7.43729e+03,7.275148,1.50051e+07,4.07787e+04,7.410791,1.15555e+07,4.49160e+04,7.104944,0.305848,,,0,7807.33,0.7940,0.4000,2.84,27.000,169.225889248537000,167.863473076849000,170.610200769567000
2.812678,68.64399,-72.7343,68d38m38.364s,-72d44m03.48s,29769.0,-999.9,-999.9,-72.00311,0.048,0.012,146.3,7.1,32.2,285.3335,-35.7302,-99.9,-0.4,3,7.0,-999.9,-999,1.0E11,30,68.6457301981816,-72.7337124881854,0.002,0.002,0,4652758898057680128,68.64615953583,0.0495,-72.73350626071,0.0579,5.6937,0.0545,29.597,0.107,47.898,0.130,1,3.15739e+07,1.63917e+04,6.940044,2.04528e+07,3.57527e+04,7.074506,1.57400e+07,3.90946e+04,6.769408,0.305098,,,0,7765.50,,,3.45,39.087,174.768016515649000,173.107117089323000,176.460516028604000
0.372953,188.81891999999996,-72.7168,188d49m08.112s,-72d43m00.48s,109399.0,-999.9,-72.00824,-72.01275,2.19,0.1,111.0,1.3,107.2,301.7144,-9.8834,0.3,0.1,1,7.6,2702.0,,1.0E8,120,188.8188804192884,-72.7168998035298,0.001,0.001,90,5842027954984386432,188.81882575496,0.0294,-72.71691238221,0.0289,0.3631,0.0354,-3.772,0.055,-2.921,0.053,0,1.75176e+07,8.87313e+03,7.579680,1.27149e+07,2.04980e+04,7.590604,7.52811e+06,1.46601e+04,7.570205,0.020399,,,0,9274.67,0.2050,0.0925,,,2553.041217589970000,2334.647588177110000,2815.057653974840000
0.175610,195.30776999999998,-72.6298,195d18m27.972s,-72d37m47.28s,112843.0,-999.9,-71.00905,-71.01416,1.0,0.1,110.1,2.9,112.1,303.6734,-9.7722,0.3,0.6,1,9.6,4274.0,,1.0E8,120,195.3077364734888,-72.6298466317516,0.001,0.001,90,5840399165950348672,195.30767830821,0.0320,-72.62985450882,0.0291,0.2474,0.0418,-4.033,0.058,-1.830,0.051,0,3.00380e+06,9.48981e+02,9.494186,2.07913e+06,2.72171e+03,9.556685,1.42409e+06,2.06229e+03,9.378074,0.178612,,,0,8729.50,0.7380,0.3835,,,3570.198759732850000,3088.828233306260000,4215.750718458320000
0.347411,136.28679,-72.6026,136d17m12.444s,-72d36m09.36s,78791.0,-999.9,-999.9,-72.00779,0.06,0.035,9.1,16.3,138.9,287.825,-16.7702,0.2,-0.1,1,4.5,87.0,F6II-,1.0E9,120,136.2867124224102,-72.6026937716626,0.006,0.006,0,5218900665015560064,136.28659121778,0.1964,-72.60272832553,0.2092,8.4253,0.1937,-8.417,0.414,-8.025,0.419,0,3.75056e+08,1.19271e+06,4.253126,1.91340e+08,2.86325e+05,4.646874,2.29743e+08,4.91312e+05,3.858813,0.788060,25.44,1.35,10,6030.33,,,13.15,206.165,118.399058129842000,115.723609857949000,121.198831389818000
0.642341,317.83694999999994,-72.5442,317d50m13.02s,-72d32m39.12s,200924.0,-999.9,-999.9,-73.02195,0.17,0.035,93.5,5.9,28.5,320.6224,-36.0171,0.1,0.0,1,6.2,83.2,G9III,1.0E9,10,317.8372121025560,-72.5443572546184,0.001,0.001,90,6371790936617052672,317.83771582475,0.0392,-72.54446604343,0.0524,8.4280,0.0637,35.094,0.084,-25.267,0.073,0,8.47312e+07,4.38141e+04,5.868258,3.62065e+07,7.26864e+04,6.454421,6.61723e+07,1.23249e+05,5.210229,1.244191,-14.12,0.14,15,4736.00,0.0645,0.0225,11.08,55.681,118.257738786791000,117.367358400301000,119.161487336680000
0.421257,75.14044499999999,-72.4561,75d08m25.602s,-72d27m21.96s,33032.0,-999.9,-999.9,-72.00341,0.119,0.01,4.9,2.4,77.7,284.15,-34.0252,-99.9,-0.4,3,8.9,-999.9,-999,1.0E11,30,75.1406594403880,-72.4560029224892,0.002,0.002,0,4649966104173253888,75.14083988107,0.0543,-72.45588106903,0.0626,4.1783,0.0568,12.633,0.105,28.301,0.130,0,5.22806e+06,1.62348e+03,8.892515,2.97027e+06,3.73839e+03,9.169397,3.19364e+06,5.83582e+03,8.501205,0.668192,20.28,4.53,5,6171.00,,,2.98,11.637,237.751109024851000,234.559807285221000,241.028848404059000
0.464203,241.48283999999998,-72.401,241d28m58.224s,-72d24m03.6s,143346.0,-999.9,-999.9,-72.01902,0.08,0.035,58.8,12.3,101.7,316.5088,-14.8787,0.1,0.0,1,5.7,66.1,K0III,1.0E9,10,241.4825753838618,-72.4008998546742,0.002,0.001,0,5806630037118902144,241.48211805630,0.0503,-72.40059810985,0.0503,11.5335,0.0650,-32.116,0.094,70.083,0.112,0,1.36260e+08,2.06732e+05,5.352443,5.65817e+07,9.12684e+04,5.969698,1.06356e+08,2.67239e+05,4.695018,1.274680,49.54,0.18,14,4655.00,0.1207,0.0432,10.77,49.064,86.491709775659600,86.004763972573200,86.984101738686600
1.686940,358.20088499999997,-72.3997,358d12m03.186s,-72d23m58.92s,223777.0,-999.9,-999.9,-73.02324,0.026,0.015,174.6,16.1,156.3,309.0409,-44.0264,-99.9,0.1,3,7.6,-999.9,-999,1.0E11,30,358.2021948048582,-72.3994459077863,0.001,0.001,90,6380111112902518144,358.20262629046,0.0287,-72.39943003982,0.0268,7.3992,0.0304,30.303,0.054,3.686,0.053,0,1.98926e+07,4.98826e+03,7.441635,1.15599e+07,1.28795e+04,7.694006,1.16763e+07,1.63829e+04,7.093653,0.600353,2.75,0.69,12,6505.45,0.5170,0.3580,2.95,14.056,134.626288213820000,134.072958014816000,135.184122722313000
1.815359,0.18888,-72.3187,0d11m19.968s,-72d19m07.32s,224790.0,-999.9,-999.9,-73.02339,0.038,0.009,168.3,6.8,152.5,308.2711,-44.2803,-99.9,-0.1,3,8.5,-999.9,-999,1.0E11,30,0.1884225671124,-72.3182179485923,0.001,0.001,90,4701758461948318848,0.18818726587,0.0253,-72.31816157888,0.0228,8.4046,0.0255,-16.599,0.053,13.092,0.046,1,7.82231e+06,1.95935e+03,8.455029,4.69324e+06,5.94618e+03,8.672706,4.43451e+06,8.07660e+03,8.144805,0.527901,-0.55,0.49,13,6732.00,0.3197,0.1695,1.52,4.285,118.575601852758000,118.214820989066000,118.938552229712000
0.233585,171.046575,-72.2566,171d02m47.67s,-72d15m23.76s,99264.0,-999.9,-999.9,-71.01248,2.36,0.035,120.4,0.4,100.9,296.3183,-10.5145,0.3,0.0,1,5.6,395.0,B3III,1.0E9,120,171.0463639102075,-72.2566078877143,0.003,0.003,0,5227760083039867904,171.04600418977,0.0992,-72.25661768433,0.1024,4.2555,0.1046,-25.462,0.184,-2.275,0.196,0,1.17548e+08,1.13984e+05,5.512827,8.24656e+07,1.59098e+05,5.560707,5.24269e+07,1.34280e+05,5.463034,0.097672,,,0,9097.00,0.2898,0.1795,,,233.653776688120000,228.035497686256000,239.550697516311000
0.303393,46.44735,-72.2133,46d26m50.46s,-72d12m47.88s,19782.0,-999.9,-72.00145,-72.00226,0.2,0.096,50.6,13.5,92.2,289.922,-41.3506,0.0,-0.7,2,9.7,524.8,A0,1.0E9,10,46.4474394038667,-72.2132228844517,0.002,0.001,90,4642478120737586944,46.44763179484,0.0532,-72.21304308384,0.0432,3.0332,0.0465,13.650,0.122,41.760,0.090,0,2.87263e+06,1.12326e+03,9.542667,1.95726e+06,3.89742e+03,9.622265,1.33703e+06,4.26124e+03,9.446570,0.175694,,,0,8466.00,0.4075,0.1940,,,326.662875817629000,321.737900422855000,331.738178537829000
0.550097,188.11712999999997,-72.1329,188d07m01.668s,-72d07m58.44s,109026.0,-999.9,-999.9,-71.01336,0.04,0.035,163.3,23.6,158.9,301.459,-9.3155,0.0,4.4,1,3.9,122.0,B5V,1.0E9,120,188.1167476029904,-72.1329943241973,0.011,0.010,90,5842864786413303552,188.11599404087,0.3577,-72.13301433642,0.3297,9.7956,0.3827,-53.698,0.697,-4.648,0.615,1,6.12775e+08,1.85704e+06,3.720114,4.25081e+08,4.79413e+06,3.780209,2.09101e+08,9.47973e+05,3.961029,-0.180819,,,0,9319.00,,,,,102.085255368878000,98.211949616718100,106.270841474660000
0.257827,170.01735,-71.9943,170d01m02.46s,-71d59m39.48s,98695.0,-999.9,-999.9,-71.01238,1.9,0.035,117.4,0.5,97.0,295.925,-10.3768,0.3,0.0,1,6.4,253.0,B4V,1.0E9,120,170.0171514855220,-71.9943377718027,0.001,0.001,0,5227814302708717440,170.01679913009,0.0356,-71.99434599013,0.0390,3.8216,0.0402,-25.297,0.067,-1.909,0.073,0,5.42272e+07,1.86260e+04,6.352823,3.83040e+07,4.75039e+04,6.393278,2.41122e+07,7.08451e+04,6.306328,0.086950,,,0,9010.00,0.4235,0.2110,,,259.753694177289000,257.047260140917000,262.516687322956000
0.304701,32.449754999999996,-71.8268,32d26m59.118s,-71d49m36.48s,13698.0,-999.9,-999.9,-72.00153,0.26,0.11,94.6,11.9,119.6,294.5719,-44.0072,0.1,0.0,2,10.0,575.4,A0,1.0E9,10,32.4496461111333,-71.8268750123011,0.002,0.001,90,4644754071152134272,32.44946203010,0.0493,-71.82690511831,0.0410,1.8715,0.0489,-13.335,0.103,-6.992,0.088,0,2.25857e+06,1.58328e+03,9.803782,1.56289e+06,2.42438e+03,9.866570,1.03575e+06,1.03390e+03,9.723785,0.142785,,,0,8283.00,0.4020,0.1920,,,526.544984912122000,513.223763680123000,540.562783915777000
0.252362,192.37787999999998,-71.7314,192d22m40.368s,-71d43m53.04s,111290.0,-999.9,-71.00881,-71.01389,1.58,0.1,106.5,1.8,105.9,302.7792,-8.8603,0.2,0.6,1,7.8,2544.5,,1.0E8,120,192.3778408874186,-71.7314685561786,0.001,0.001,90,5842188208808755328,192.37778035592,0.0356,-71.73147582625,0.0310,0.3101,0.0405,-4.407,0.072,-1.689,0.060,1,1.55362e+07,7.56512e+03,7.710006,1.11975e+07,1.29606e+04,7.728589,6.78430e+06,7.47166e+03,7.683158,0.045431,,,0,9264.17,0.1895,0.1020,,,2953.192046756400000,2624.260631512900000,3372.299702473870000
0.360341,189.82990499999997,-71.6217,189d49m47.658s,-71d37m18.12s,109885.0,-999.9,-999.9,-70.01502,3.62,0.1,109.3,0.8,106.4,301.9659,-8.7728,0.4,0.4,1,9.0,1965.5,,1.0E8,120,189.8298513054832,-71.6217951247486,0.001,0.001,90,5842913572934429696,189.82975893070,0.0358,-71.62179027672,0.0297,0.6388,0.0395,-6.764,0.064,1.126,0.058,0,5.01483e+06,8.73417e+03,8.937725,3.40759e+06,1.94788e+04,9.020270,2.43789e+06,1.32349e+04,8.794384,0.225886,,,0,8411.50,0.8980,0.4573,,,1502.872183588690000,1416.665388179050000,1600.018551029280000
0.142702,195.77233499999997,-71.4757,195d46m20.406s,-71d28m32.52s,113120.0,-999.9,-70.01002,-70.01553,1.176,0.151,115.0,3.7,117.4,303.8676,-8.6251,0.3,0.1,1,6.1,595.0,E,1.00000001E8,120,195.7722540356250,-71.4757305383968,0.006,0.006,90,5843519957910366848,195.77207733320,0.1990,-71.47574979090,0.2188,1.0492,0.2474,-13.039,0.399,-4.472,0.368,0,6.94838e+07,1.09580e+05,6.083656,5.12617e+07,1.81014e+05,6.076907,3.06001e+07,1.90254e+05,6.047612,0.029295,,,0,9134.75,,,,,1006.214568144530000,756.199373299732000,1496.274401467030000
0.421886,1.1718899999999999,-71.4368,1d10m18.804s,-71d26m12.48s,225253.0,-999.9,-999.9,-72.028,0.03,0.1,137.0,59.0,122.2,308.1841,-45.2116,0.0,-0.1,1,5.6,242.0,B8III,1.0,120,1.1721171658342,-71.4368903114077,0.003,0.003,90,4701860922688030720,1.17252574706,0.1031,-71.43694652679,0.0810,5.3143,0.1152,30.210,0.180,-13.056,0.166,0,1.12781e+08,1.09854e+05,5.557774,8.47050e+07,2.29365e+05,5.531616,4.34292e+07,2.62890e+05,5.667466,-0.135850,,,0,8765.33,0.2247,0.0850,,,187.297662855260000,183.310418863373000,191.458971243280000
0.140880,149.040675,-71.3893,149d02m26.43s,-71d23m21.48s,86606.0,-999.9,-999.9,-70.00953,0.81,0.035,152.5,1.2,113.7,289.8175,-13.1325,0.1,-0.1,1,6.3,2113.5,B1I,1.0E9,120,149.0405524500286,-71.3892988297190,0.001,0.001,0,5242303495131015808,149.04034789657,0.0356,-71.38928301166,0.0399,0.6456,0.0410,-15.162,0.068,3.674,0.068,0,5.71032e+07,2.27560e+04,6.296714,4.33086e+07,1.03089e+05,6.259953,2.23034e+07,4.91566e+04,6.390992,-0.131039,,,0,8868.67,,,,,1484.784923622470000,1397.697430143990000,1583.175839714600000
0.225832,326.37001499999997,-71.0088,326d22m12.054s,-71d00m31.68s,206399.0,-999.9,-999.9,-71.02632,0.07,0.035,8.5,14.0,131.8,320.6351,-39.0919,0.0,-0.1,1,6.0,158.5,B8.,1.0E9,10,326.3701194835982,-71.0088494090046,0.001,0.001,0,6395470740587373440,326.37029341020,0.0409,-71.00890041482,0.0500,4.5162,0.0546,13.146,0.084,-11.846,0.096,0,7.54068e+07,4.02755e+04,5.994840,5.68387e+07,9.55792e+04,5.964778,2.96687e+07,3.25735e+04,6.081175,-0.116397,,,0,8868.67,0.2350,0.1135,,,220.066387665674000,217.434355997237000,222.761754525508000
0.391935,248.580705,-70.988,248d34m50.538s,-70d59m16.8s,148488.0,-999.9,-999.9,-70.02256,0.48,0.035,49.2,2.1,98.2,319.1556,-15.5345,0.2,-0.1,1,5.5,229.1,G8II,1.0E9,10,248.5806073433195,-70.9881030814018,0.002,0.002,0,5807012254848459392,248.58040523425,0.0545,-70.98814979073,0.0576,3.4524,0.0783,-15.292,0.110,-10.849,0.130,0,1.64406e+08,2.60727e+05,5.148575,6.68456e+07,9.60803e+04,5.788705,1.28463e+08,3.98847e+05,4.489979,1.298727,-9.37,0.14,21,4583.56,,,41.27,677.363,287.502209248063000,281.124092637757000,294.171038737752000
